,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,50-Day MA,50-Day Volatility
6120,2005-03-14,1.447143,1.456786,1.411429,1.44,1.220659,605385200,0.001241817977018611,1.3830071800000001,0.02634456008567801
6121,2005-03-15,1.451429,1.469286,1.4375,1.462857,1.240034,508608800,0.01587291666666668,1.38926432,0.02634297118444522
6122,2005-03-16,1.471786,1.511071,1.456429,1.470714,1.246694,697813200,0.005370996618261348,1.39607502,0.026143932676727353
6123,2005-03-17,1.483214,1.531429,1.475714,1.508929,1.279089,801920000,0.025983977850214224,1.4034178800000001,0.026295038637283868
6124,2005-03-18,1.5475,1.551429,1.517857,1.534286,1.300583,940150400,0.016804634280340514,1.4110678800000003,0.02633729012251583
6125,2005-03-21,1.546071,1.570357,1.530714,1.560714,1.322985,541128000,0.017224950237439307,1.41922858,0.02637225370130801
6126,2005-03-22,1.561071,1.57,1.524286,1.529643,1.296647,551415200,-0.019908195864200562,1.4250893000000002,0.02482292132724036
6127,2005-03-23,1.516071,1.55,1.500714,1.519643,1.28817,609823200,-0.0065374731228136085,1.4308535800000002,0.024842051247192295
6128,2005-03-24,1.5325,1.535714,1.517857,1.517857,1.286656,352704800,-0.0011752760352267133,1.43815358,0.022823659431782516
6129,2005-03-28,1.526786,1.534286,1.516786,1.518929,1.287565,275410800,0.000706258890000866,1.44515358,0.02280371062793699
6130,2005-03-29,1.52,1.529643,1.482143,1.491071,1.263951,461356000,-0.018340554430128053,1.4500464200000003,0.021290015079332685
6131,2005-03-30,1.5025,1.528571,1.493571,1.528571,1.295738,394959600,0.025149707827460732,1.4555464200000001,0.021501775152777444
6132,2005-03-31,1.516071,1.518571,1.485357,1.488214,1.261529,636134800,-0.026401783103303655,1.4600785600000001,0.021929462664869673
6133,2005-04-01,1.503214,1.506429,1.448929,1.460357,1.237915,641284000,-0.018718410121125073,1.4643285600000002,0.022062059407614062
6134,2005-04-04,1.463929,1.475357,1.434286,1.4675,1.24397,580014400,0.00489126973746834,1.46851428,0.02205184004474513
6135,2005-04-05,1.472143,1.508571,1.4675,1.496071,1.268189,556239600,0.019469165247018694,1.4732607000000002,0.0221649772388603
6136,2005-04-06,1.514286,1.528929,1.505357,1.511786,1.281511,414825600,0.010504180617096459,1.4782250000000001,0.022185851129272214
6137,2005-04-07,1.511786,1.5625,1.508929,1.555714,1.318747,506987600,0.029057022620926576,1.48360714,0.02238117976090481
6138,2005-04-08,1.560714,1.5875,1.555,1.562143,1.324197,649950000,0.004132507646007033,1.48904642,0.022380423995557546
6139,2005-04-11,1.576786,1.580357,1.496786,1.497143,1.269098,821662800,-0.04160950694014576,1.49304642,0.02329263747463739
6140,2005-04-12,1.5175,1.5425,1.500357,1.523571,1.291501,981061200,0.017652288391957205,1.49709642,0.02328225145202703
6141,2005-04-13,1.533929,1.535357,1.4425,1.465714,1.242456,1371946800,-0.037974600461678554,1.49894642,0.02339066771002731
6142,2005-04-14,1.386071,1.412857,1.315714,1.330714,1.128019,2753192400,-0.09210528111214056,1.4978714199999998,0.026855579940965022
6143,2005-04-15,1.307857,1.330357,1.26,1.2625,1.070195,1728087200,-0.05126120263257172,1.4946821399999999,0.02749526985760175
6144,2005-04-18,1.25,1.296429,1.214286,1.272143,1.07837,1327177600,0.007638019801980311,1.49233572,0.027361062810337466
6145,2005-04-19,1.307143,1.337143,1.281071,1.324643,1.122873,1081642800,0.041268945393717615,1.4906714399999998,0.027947766159360694
6146,2005-04-20,1.345,1.347857,1.265714,1.268214,1.075039,945131600,-0.04259940225404135,1.4878428599999998,0.02856240901194125
6147,2005-04-21,1.3,1.328929,1.282143,1.327857,1.125598,759592400,0.047029129153281835,1.48550714,0.029149817841637705
6148,2005-04-22,1.315714,1.321429,1.246429,1.267857,1.074737,839129200,-0.04518558850840115,1.4827428599999999,0.029592901567979297
6149,2005-04-25,1.303214,1.322143,1.289643,1.320714,1.119542,746460400,0.04169003286648243,1.48117142,0.030215050051102033
